2.658e-06,0
3.0739e-08,2.2676e-05
1.0997e-06,4.5351e-05
1.6237e-06,6.8027e-05
2.4725e-06,9.0703e-05
7.0946e-07,0.00011338
8.8111e-07,0.00013605
2.1122e-06,0.00015873
-5.0745e-07,0.00018141
1.9879e-06,0.00020408
2.5872e-06,0.00022676
1.5666e-06,0.00024943
2.416e-06,0.00027211
2.9398e-06,0.00029478
1.558e-06,0.00031746
9.5219e-07,0.00034014
3.0322e-06,0.00036281
3.3876e-06,0.00038549
1.7484e-06,0.00040816
4.0912e-07,0.00043084
1.7403e-06,0.00045351
1.9528e-06,0.00047619
1.8934e-06,0.00049887
1.0834e-06,0.00052154
2.4355e-06,0.00054422
2.6541e-06,0.00056689
1.6297e-06,0.00058957
2.328e-06,0.00061224
1.8906e-06,0.00063492
-8.2846e-08,0.0006576
7.3849e-07,0.00068027
2.7937e-06,0.00070295
3.3084e-06,0.00072562
1.7373e-06,0.0007483
1.0179e-06,0.00077098
1.7303e-06,0.00079365
2.0437e-06,0.00081633
1.6084e-06,0.000839
1.9556e-06,0.00086168
3.7179e-06,0.00088435
1.9461e-06,0.00090703
2.0023e-06,0.00092971
2.0084e-06,0.00095238
5.1527e-07,0.00097506
2.4209e-06,0.00099773
4.8247e-06,0.0010204
2.252e-06,0.0010431
-7.0767e-08,0.0010658
1.3447e-06,0.0010884
2.6947e-06,0.0011111
1.4785e-06,0.0011338
8.7925e-07,0.0011565
2.0244e-06,0.0011791
1.9712e-06,0.0012018
1.6685e-06,0.0012245
2.3984e-06,0.0012472
2.5301e-06,0.0012698
1.767e-06,0.0012925
2.9577e-08,0.0013152
1.1891e-06,0.0013379
2.2267e-06,0.0013605
2.475e-06,0.0013832
2.4569e-06,0.0014059
1.2862e-06,0.0014286
2.7563e-06,0.0014512
2.7163e-06,0.0014739
2.7256e-06,0.0014966
1.5045e-06,0.0015193
5.5151e-07,0.001542
1.8811e-06,0.0015646
2.6824e-06,0.0015873
1.9076e-06,0.00161
1.7884e-06,0.0016327
2.8411e-06,0.0016553
8.0585e-07,0.001678
3.32e-07,0.0017007
6.349e-07,0.0017234
1.0618e-06,0.001746
2.3624e-06,0.0017687
1.9916e-06,0.0017914
1.6167e-06,0.0018141
1.961e-06,0.0018367
1.8279e-06,0.0018594
2.0314e-06,0.0018821
1.1668e-06,0.0019048
2.3895e-06,0.0019274
1.0305e-06,0.0019501
7.4198e-07,0.0019728
2.0269e-06,0.0019955
2.495e-06,0.0020181
4.8786e-07,0.0020408
-6.071e-07,0.0020635
2.5398e-06,0.0020862
2.5419e-06,0.0021088
8.3187e-07,0.0021315
1.6741e-06,0.0021542
3.5756e-06,0.0021769
2.9129e-06,0.0021995
2.5877e-06,0.0022222
2.7447e-06,0.0022449
6.6254e-07,0.0022676
1.0792e-06,0.0022902
1.555e-06,0.0023129
2.0125e-06,0.0023356
3.2994e-06,0.0023583
2.8729e-06,0.002381
6.2073e-07,0.0024036
6.0377e-07,0.0024263
2.5208e-06,0.002449
1.0388e-06,0.0024717
8.5092e-08,0.0024943
4.5836e-07,0.002517
2.2641e-06,0.0025397
2.6706e-06,0.0025624
2.1333e-06,0.002585
3.4385e-07,0.0026077
4.3583e-07,0.0026304
8.7066e-07,0.0026531
1.7117e-06,0.0026757
2.134e-06,0.0026984
-8.1917e-08,0.0027211
9.4452e-07,0.0027438
3.0202e-06,0.0027664
1.6748e-06,0.0027891
-4.4636e-07,0.0028118
1.8936e-06,0.0028345
6.8182e-07,0.0028571
3.5337e-07,0.0028798
2.5324e-06,0.0029025
4.2399e-07,0.0029252
8.8762e-07,0.0029478
5.745e-07,0.0029705
1.6799e-06,0.0029932
5.4199e-07,0.0030159
-5.683e-08,0.0030385
1.1814e-06,0.0030612
2.1724e-06,0.0030839
2.1078e-06,0.0031066
3.2202e-07,0.0031293
2.0966e-06,0.0031519
3.7261e-06,0.0031746
6.6556e-07,0.0031973
-1.6949e-07,0.00322
4.111e-06,0.0032426
3.0766e-06,0.0032653
-5.5251e-07,0.003288
-3.8179e-07,0.0033107
1.6976e-06,0.0033333
3.6873e-06,0.003356
4.3281e-07,0.0033787
1.4174e-06,0.0034014
2.0149e-06,0.003424
1.7166e-06,0.0034467
3.0587e-06,0.0034694
2.079e-06,0.0034921
1.5489e-06,0.0035147
6.0563e-07,0.0035374
3.6058e-07,0.0035601
2.9024e-06,0.0035828
1.249e-06,0.0036054
