-5.6968e-08,0
-2.8292e-07,2.2676e-05
-7.6519e-08,4.5351e-05
-3.3673e-07,6.8027e-05
-1.0188e-07,9.0703e-05
-6.5174e-08,0.00011338
-2.6024e-07,0.00013605
-3.3048e-07,0.00015873
2.9817e-08,0.00018141
-1.0323e-07,0.00020408
-3.542e-07,0.00022676
5.4927e-08,0.00024943
-4.1451e-07,0.00027211
-1.94e-07,0.00029478
-1.8106e-07,0.00031746
-7.8682e-08,0.00034014
-3.7059e-07,0.00036281
-1.5206e-07,0.00038549
-1.3878e-07,0.00040816
-2.4409e-07,0.00043084
-1.9263e-07,0.00045351
-3.5615e-07,0.00047619
-5.5573e-07,0.00049887
-4.1196e-07,0.00052154
-3.0029e-07,0.00054422
-4.8724e-07,0.00056689
-3.8034e-07,0.00058957
-3.1223e-07,0.00061224
-3.6611e-07,0.00063492
-3.3724e-07,0.0006576
-1.1744e-07,0.00068027
-4.328e-07,0.00070295
-4.2211e-07,0.00072562
-4.0216e-07,0.0007483
-1.5707e-07,0.00077098
-3.5823e-07,0.00079365
-2.5259e-07,0.00081633
-3.3037e-07,0.000839
-4.0051e-07,0.00086168
-3.9445e-07,0.00088435
-2.1581e-07,0.00090703
-6.359e-07,0.00092971
-4.1079e-07,0.00095238
-5.5725e-07,0.00097506
-3.4583e-07,0.00099773
-7.1117e-07,0.0010204
-3.2706e-07,0.0010431
-4.7703e-07,0.0010658
-4.9356e-07,0.0010884
-4.5047e-07,0.0011111
-6.3631e-07,0.0011338
-4.3307e-07,0.0011565
-4.9351e-07,0.0011791
-4.6968e-07,0.0012018
-4.4665e-07,0.0012245
-1.3726e-07,0.0012472
-5.8149e-07,0.0012698
-1.4189e-07,0.0012925
-4.3411e-07,0.0013152
-2.8589e-07,0.0013379
-5.2661e-07,0.0013605
-5.9344e-07,0.0013832
-2.7129e-07,0.0014059
-5.9427e-07,0.0014286
-3.1703e-07,0.0014512
-5.227e-07,0.0014739
-5.7568e-07,0.0014966
-3.7591e-07,0.0015193
-5.358e-07,0.001542
-3.6532e-07,0.0015646
-5.285e-07,0.0015873
-4.0858e-07,0.00161
-4.4255e-07,0.0016327
-4.4388e-07,0.0016553
-6.2543e-07,0.001678
-2.151e-07,0.0017007
